"Requirement ID","Source Section","Source Title","Source Line","Source Form","Source Statement","Normalized Atomic Requirement","Disposition","Review Method","Atomicity Status","Horizon","Implementation Phase","Epic IDs","Story IDs","Acceptance Criteria IDs","Test IDs","Implementation Evidence","Notes"
"MSR-005-A1342C079C","5","PRODUCT CATALOG","285","bullet","bundles","The platform must support bundles within product catalog.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-01","AC-MSR-005-01-07","TC-MSR-005-A1342C079C","","No implementation evidence inferred."
"MSR-005-7E3D3FB0CE","5","PRODUCT CATALOG","286","bullet","add-ons","The platform must support add-ons within product catalog.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-01","AC-MSR-005-01-08","TC-MSR-005-7E3D3FB0CE","","No implementation evidence inferred."
"MSR-005-76B2A3256A","5","PRODUCT CATALOG","287","bullet","optional features","The platform must support optional features within product catalog.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-01","AC-MSR-005-01-09","TC-MSR-005-76B2A3256A","","No implementation evidence inferred."
"MSR-005-FDB1ECE98F","5","PRODUCT CATALOG","288","bullet","mandatory features","The platform must support mandatory features within product catalog.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-01","AC-MSR-005-01-10","TC-MSR-005-FDB1ECE98F","","No implementation evidence inferred."
"MSR-005-98146994B5","5","PRODUCT CATALOG","289","bullet","dependencies","The platform must support dependencies within product catalog.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-02","AC-MSR-005-02-01","TC-MSR-005-98146994B5","","No implementation evidence inferred."
"MSR-005-51E65A7B42","5","PRODUCT CATALOG","290","bullet","mutually exclusive products","The platform must support mutually exclusive products within product catalog.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-02","AC-MSR-005-02-02","TC-MSR-005-51E65A7B42","","No implementation evidence inferred."
"MSR-005-76D07F44D2","5","PRODUCT CATALOG","291","bullet","cross-product rules.","The platform must support cross-product rules. within product catalog.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-02","AC-MSR-005-02-03","TC-MSR-005-76D07F44D2","","No implementation evidence inferred."
"MSR-005-3436FF4BC2","5","PRODUCT CATALOG","293","normative_prose","Every commercial object must support:","Every commercial object must support:.","parent_context","deterministic_source_normalization","context_only","Cross-horizon","Phase 1","","","","","","Retained as context; delivery coverage is carried by child candidates."
"MSR-005-6C87A5677D","5","PRODUCT CATALOG","294","bullet","effective-from date","The platform must support effective-from date within product catalog.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-02","AC-MSR-005-02-04","TC-MSR-005-6C87A5677D","","No implementation evidence inferred."
"MSR-005-8A84F2A35E","5","PRODUCT CATALOG","295","bullet","effective-to date","The platform must support effective-to date within product catalog.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-02","AC-MSR-005-02-05","TC-MSR-005-8A84F2A35E","","No implementation evidence inferred."
"MSR-005-FF2E3D93A7","5","PRODUCT CATALOG","296","bullet","version","The platform must support version within product catalog.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-02","AC-MSR-005-02-06","TC-MSR-005-FF2E3D93A7","","No implementation evidence inferred."
"MSR-005-F24136282B","5","PRODUCT CATALOG","297","bullet","market","The platform must support market within product catalog.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-02","AC-MSR-005-02-07","TC-MSR-005-F24136282B","","No implementation evidence inferred."
"MSR-005-7CAB80CD69","5","PRODUCT CATALOG","298","bullet","currency","The platform must support currency within product catalog.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-02","AC-MSR-005-02-08","TC-MSR-005-7CAB80CD69","","No implementation evidence inferred."
"MSR-005-0AB40EDBA1","5","PRODUCT CATALOG","299","bullet","customer segment","The platform must support customer segment within product catalog.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-02","AC-MSR-005-02-09","TC-MSR-005-0AB40EDBA1","","No implementation evidence inferred."
"MSR-005-731A39CFA0","5","PRODUCT CATALOG","300","bullet","channel","The platform must support channel within product catalog.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-02","AC-MSR-005-02-10","TC-MSR-005-731A39CFA0","","No implementation evidence inferred."
"MSR-005-B3BC2A3784","5","PRODUCT CATALOG","301","bullet","geography","The platform must support geography within product catalog.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-03","AC-MSR-005-03-01","TC-MSR-005-B3BC2A3784","","No implementation evidence inferred."
"MSR-005-E6155F9EC1","5","PRODUCT CATALOG","302","bullet","tax category","The platform must support tax category within product catalog.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-03","AC-MSR-005-03-02","TC-MSR-005-E6155F9EC1","","No implementation evidence inferred."
"MSR-005-28BC5FFA04","5","PRODUCT CATALOG","303","bullet","accounting classification.","The platform must support accounting classification. within product catalog.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-03","AC-MSR-005-03-03","TC-MSR-005-28BC5FFA04","","No implementation evidence inferred."
"MSR-005-A877CB5DA2","5","PRODUCT CATALOG","305","normative_prose","Never mutate historical pricing.","Never mutate historical pricing.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-03","AC-MSR-005-03-04","TC-MSR-005-A877CB5DA2","","No implementation evidence inferred."
"MSR-005-D0D21BB38D","5","PRODUCT CATALOG","307","contextual_prose","Create effective-dated versions instead.","Product and implementation decisions must conform to this master-specification constraint: Create effective-dated versions instead.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-005-03","AC-MSR-005-03-05","TC-MSR-005-D0D21BB38D","","No implementation evidence inferred."
"MSR-006-211CAE24F9","6","VISUAL PRICING DESIGNER","313","normative_prose","Pricing configuration is one of the primary areas where this product must differentiate itself.","Pricing configuration is one of the primary areas where this product must differentiate itself.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-01","AC-MSR-006-01-01","TC-MSR-006-211CAE24F9","","No implementation evidence inferred."
"MSR-006-73F640F339","6","VISUAL PRICING DESIGNER","315","contextual_prose","Create a visual pricing canvas.","Product and implementation decisions must conform to this master-specification constraint: Create a visual pricing canvas.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-01","AC-MSR-006-01-02","TC-MSR-006-73F640F339","","No implementation evidence inferred."
"MSR-006-9D753CB675","6","VISUAL PRICING DESIGNER","317","normative_prose","Users should be able to construct:","Users should be able to construct:.","parent_context","deterministic_source_normalization","context_only","Cross-horizon","Phase 1","","","","","","Retained as context; delivery coverage is carried by child candidates."
"MSR-006-B912D82B7E","6","VISUAL PRICING DESIGNER","321","contextual_prose","Usage <= 1,000","Product and implementation decisions must conform to this master-specification constraint: Usage <= 1,000.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-01","AC-MSR-006-01-03","TC-MSR-006-B912D82B7E","","No implementation evidence inferred."
"MSR-006-123E4AA55B-01","6","VISUAL PRICING DESIGNER","323","contextual_prose","THEN","Product and implementation decisions must conform to this master-specification constraint: THEN.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-01","AC-MSR-006-01-04","TC-MSR-006-123E4AA55B-01","","No implementation evidence inferred."
"MSR-006-F192FEDCA9","6","VISUAL PRICING DESIGNER","325","contextual_prose","Price = ₹10/unit","Product and implementation decisions must conform to this master-specification constraint: Price = ₹10/unit.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-01","AC-MSR-006-01-05","TC-MSR-006-F192FEDCA9","","No implementation evidence inferred."
"MSR-006-A73ED9B70A","6","VISUAL PRICING DESIGNER","327","contextual_prose","ELSE IF","Product and implementation decisions must conform to this master-specification constraint: ELSE IF.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-01","AC-MSR-006-01-06","TC-MSR-006-A73ED9B70A","","No implementation evidence inferred."
"MSR-006-F6E188EF8E","6","VISUAL PRICING DESIGNER","329","contextual_prose","Usage <= 10,000","Product and implementation decisions must conform to this master-specification constraint: Usage <= 10,000.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-01","AC-MSR-006-01-07","TC-MSR-006-F6E188EF8E","","No implementation evidence inferred."
"MSR-006-123E4AA55B-02","6","VISUAL PRICING DESIGNER","331","contextual_prose","THEN","Product and implementation decisions must conform to this master-specification constraint: THEN.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-01","AC-MSR-006-01-08","TC-MSR-006-123E4AA55B-02","","No implementation evidence inferred."
"MSR-006-B94C5F5816","6","VISUAL PRICING DESIGNER","333","contextual_prose","Price = ₹8/unit","Product and implementation decisions must conform to this master-specification constraint: Price = ₹8/unit.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-01","AC-MSR-006-01-09","TC-MSR-006-B94C5F5816","","No implementation evidence inferred."
"MSR-006-D60EF34CC8","6","VISUAL PRICING DESIGNER","335","contextual_prose","ELSE","Product and implementation decisions must conform to this master-specification constraint: ELSE.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-01","AC-MSR-006-01-10","TC-MSR-006-D60EF34CC8","","No implementation evidence inferred."
"MSR-006-564EC4D309","6","VISUAL PRICING DESIGNER","337","contextual_prose","Price = ₹6/unit.","Product and implementation decisions must conform to this master-specification constraint: Price = ₹6/unit.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-02","AC-MSR-006-02-01","TC-MSR-006-564EC4D309","","No implementation evidence inferred."
"MSR-006-1688984493","6","VISUAL PRICING DESIGNER","339","normative_prose","Support drag-and-drop:","Support drag-and-drop:.","parent_context","deterministic_source_normalization","context_only","Cross-horizon","Phase 1","","","","","","Retained as context; delivery coverage is carried by child candidates."
"MSR-006-A67A4A9DD0","6","VISUAL PRICING DESIGNER","341","contextual_prose","INPUT","Product and implementation decisions must conform to this master-specification constraint: INPUT.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-02","AC-MSR-006-02-02","TC-MSR-006-A67A4A9DD0","","No implementation evidence inferred."
"MSR-006-47666782E4","6","VISUAL PRICING DESIGNER","343","contextual_prose","→ DIMENSION","Product and implementation decisions must conform to this master-specification constraint: → DIMENSION.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-02","AC-MSR-006-02-03","TC-MSR-006-47666782E4","","No implementation evidence inferred."
"MSR-006-F3023CC0C1","6","VISUAL PRICING DESIGNER","345","contextual_prose","→ RULE","Product and implementation decisions must conform to this master-specification constraint: → RULE.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-02","AC-MSR-006-02-04","TC-MSR-006-F3023CC0C1","","No implementation evidence inferred."
"MSR-006-19865B05D8","6","VISUAL PRICING DESIGNER","347","contextual_prose","→ RATE","Product and implementation decisions must conform to this master-specification constraint: → RATE.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-02","AC-MSR-006-02-05","TC-MSR-006-19865B05D8","","No implementation evidence inferred."
"MSR-006-650C5735B7","6","VISUAL PRICING DESIGNER","349","contextual_prose","→ DISCOUNT","Product and implementation decisions must conform to this master-specification constraint: → DISCOUNT.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-02","AC-MSR-006-02-06","TC-MSR-006-650C5735B7","","No implementation evidence inferred."
"MSR-006-3A9B5E97B6","6","VISUAL PRICING DESIGNER","351","contextual_prose","→ CAP","Product and implementation decisions must conform to this master-specification constraint: → CAP.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-02","AC-MSR-006-02-07","TC-MSR-006-3A9B5E97B6","","No implementation evidence inferred."
"MSR-006-D5A899BADA","6","VISUAL PRICING DESIGNER","353","contextual_prose","→ COMMITMENT","Product and implementation decisions must conform to this master-specification constraint: → COMMITMENT.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-02","AC-MSR-006-02-08","TC-MSR-006-D5A899BADA","","No implementation evidence inferred."
"MSR-006-F98AC3ADFE","6","VISUAL PRICING DESIGNER","355","contextual_prose","→ OUTPUT.","Product and implementation decisions must conform to this master-specification constraint: → OUTPUT.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-02","AC-MSR-006-02-09","TC-MSR-006-F98AC3ADFE","","No implementation evidence inferred."
"MSR-006-E88C51E536","6","VISUAL PRICING DESIGNER","357","normative_prose","Allow users to test pricing scenarios before activation.","Allow users to test pricing scenarios before activation.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-02","AC-MSR-006-02-10","TC-MSR-006-E88C51E536","","No implementation evidence inferred."
"MSR-006-557D2BC871","6","VISUAL PRICING DESIGNER","359","contextual_prose","Example:","Product and implementation decisions must conform to this master-specification constraint: Example:.","parent_context","deterministic_source_normalization","context_only","Cross-horizon","Phase 1","","","","","","Retained as context; delivery coverage is carried by child candidates."
"MSR-006-D1655DB336","6","VISUAL PRICING DESIGNER","361","contextual_prose","""Show what this pricing model would have charged our last 10,000 customers.","Product and implementation decisions must conform to this master-specification constraint: ""Show what this pricing model would have charged our last 10,000 customers.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-03","AC-MSR-006-03-01","TC-MSR-006-D1655DB336","","No implementation evidence inferred."
"MSR-006-50CEA39D95","6","VISUAL PRICING DESIGNER","363","normative_prose","Provide:","Provide:.","parent_context","deterministic_source_normalization","context_only","Cross-horizon","Phase 1","","","","","","Retained as context; delivery coverage is carried by child candidates."
"MSR-006-09B6D1A70D","6","VISUAL PRICING DESIGNER","364","bullet","revenue impact","The platform must support revenue impact within visual pricing designer.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-03","AC-MSR-006-03-02","TC-MSR-006-09B6D1A70D","","No implementation evidence inferred."
"MSR-006-71A2D0D0AD","6","VISUAL PRICING DESIGNER","365","bullet","ARPU change","The platform must support ARPU change within visual pricing designer.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-03","AC-MSR-006-03-03","TC-MSR-006-71A2D0D0AD","","No implementation evidence inferred."
"MSR-006-CD4D1F0EA7","6","VISUAL PRICING DESIGNER","366","bullet","margin impact","The platform must support margin impact within visual pricing designer.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-03","AC-MSR-006-03-04","TC-MSR-006-CD4D1F0EA7","","No implementation evidence inferred."
"MSR-006-EE133601AB","6","VISUAL PRICING DESIGNER","367","bullet","customer winners/losers","The platform must support customer winners/losers within visual pricing designer.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-03","AC-MSR-006-03-05","TC-MSR-006-EE133601AB","","No implementation evidence inferred."
"MSR-006-FC0CC7C6F9","6","VISUAL PRICING DESIGNER","368","bullet","churn-risk cohorts","The platform must support churn-risk cohorts within visual pricing designer.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-03","AC-MSR-006-03-06","TC-MSR-006-FC0CC7C6F9","","No implementation evidence inferred."
"MSR-006-F775C03662","6","VISUAL PRICING DESIGNER","369","bullet","bill shock risk.","The platform must support bill shock risk. within visual pricing designer.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-006-03","AC-MSR-006-03-07","TC-MSR-006-F775C03662","","No implementation evidence inferred."
"MSR-007-9D710BC58D","7","PRICE EXPERIMENTATION","375","normative_prose","Include an experimentation system supporting:","Include an experimentation system supporting:.","parent_context","deterministic_source_normalization","context_only","Cross-horizon","Phase 1","","","","","","Retained as context; delivery coverage is carried by child candidates."
"MSR-007-E2586DE096","7","PRICE EXPERIMENTATION","376","bullet","A/B pricing","The platform must support A/B pricing within price experimentation.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-007-01","AC-MSR-007-01-01","TC-MSR-007-E2586DE096","","No implementation evidence inferred."
"MSR-007-9EF8E2711A","7","PRICE EXPERIMENTATION","377","bullet","geography experiments","The platform must support geography experiments within price experimentation.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-007-01","AC-MSR-007-01-02","TC-MSR-007-9EF8E2711A","","No implementation evidence inferred."
"MSR-007-25D45F6893","7","PRICE EXPERIMENTATION","378","bullet","packaging experiments","The platform must support packaging experiments within price experimentation.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-007-01","AC-MSR-007-01-03","TC-MSR-007-25D45F6893","","No implementation evidence inferred."
"MSR-007-9BF74930E6","7","PRICE EXPERIMENTATION","379","bullet","trial length experiments","The platform must support trial length experiments within price experimentation.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-007-01","AC-MSR-007-01-04","TC-MSR-007-9BF74930E6","","No implementation evidence inferred."
"MSR-007-BF05AB181E","7","PRICE EXPERIMENTATION","380","bullet","discount experiments","The platform must support discount experiments within price experimentation.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-007-01","AC-MSR-007-01-05","TC-MSR-007-BF05AB181E","","No implementation evidence inferred."
"MSR-007-5E4A8983C5","7","PRICE EXPERIMENTATION","381","bullet","renewal pricing experiments.","The platform must support renewal pricing experiments. within price experimentation.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-007-01","AC-MSR-007-01-06","TC-MSR-007-5E4A8983C5","","No implementation evidence inferred."
"MSR-007-FE0E3B5B9D","7","PRICE EXPERIMENTATION","383","normative_prose","Never retroactively modify contractual prices.","Never retroactively modify contractual prices.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-007-01","AC-MSR-007-01-07","TC-MSR-007-FE0E3B5B9D","","No implementation evidence inferred."
"MSR-007-14AF64D5DD","7","PRICE EXPERIMENTATION","385","normative_prose","Cohort membership must be permanently auditable.","Cohort membership must be permanently auditable.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E005","US-MSR-007-01","AC-MSR-007-01-08","TC-MSR-007-14AF64D5DD","","No implementation evidence inferred."
"MSR-008-D4A98F2D8A","8","SUBSCRIPTION LIFECYCLE","391","normative_prose","Support:","Support:.","parent_context","deterministic_source_normalization","context_only","Cross-horizon","Phase 1","","","","","","Retained as context; delivery coverage is carried by child candidates."
"MSR-008-BAFF7F38FA","8","SUBSCRIPTION LIFECYCLE","393","normative_prose","Create → Activate → Trial → Convert → Upgrade → Downgrade → Add Product → Remove Product → Increase Quantity → Reduce Quantity → Suspend → Pause → Resume → Renew → Extend → Terminate → Reinstate → Win Back.","Create → Activate → Trial → Convert → Upgrade → Downgrade → Add Product → Remove Product → Increase Quantity → Reduce Quantity → Suspend → Pause → Resume → Renew → Extend → Terminate → Reinstate → Win Back.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E006","US-MSR-008-01","AC-MSR-008-01-01","TC-MSR-008-BAFF7F38FA","","No implementation evidence inferred."
"MSR-008-EA9E118F17","8","SUBSCRIPTION LIFECYCLE","395","normative_prose","Every lifecycle event must:","Every lifecycle event must:.","parent_context","deterministic_source_normalization","context_only","Cross-horizon","Phase 1","","","","","","Retained as context; delivery coverage is carried by child candidates."
"MSR-008-51D0D64375","8","SUBSCRIPTION LIFECYCLE","396","bullet","be effective-dated,","The platform must support be effective-dated, within subscription lifecycle.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E006","US-MSR-008-01","AC-MSR-008-01-02","TC-MSR-008-51D0D64375","","No implementation evidence inferred."
"MSR-008-3D44298606","8","SUBSCRIPTION LIFECYCLE","397","bullet","generate an event,","The platform must support generate an event, within subscription lifecycle.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E006","US-MSR-008-01","AC-MSR-008-01-03","TC-MSR-008-3D44298606","","No implementation evidence inferred."
"MSR-008-01879C34FE","8","SUBSCRIPTION LIFECYCLE","398","bullet","preserve history,","The platform must support preserve history, within subscription lifecycle.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E006","US-MSR-008-01","AC-MSR-008-01-04","TC-MSR-008-01879C34FE","","No implementation evidence inferred."
"MSR-008-C473784786","8","SUBSCRIPTION LIFECYCLE","399","bullet","evaluate billing impact,","The platform must support evaluate billing impact, within subscription lifecycle.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E006","US-MSR-008-01","AC-MSR-008-01-05","TC-MSR-008-C473784786","","No implementation evidence inferred."
"MSR-008-64A51D7331","8","SUBSCRIPTION LIFECYCLE","400","bullet","evaluate entitlement impact,","The platform must support evaluate entitlement impact, within subscription lifecycle.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E006","US-MSR-008-01","AC-MSR-008-01-06","TC-MSR-008-64A51D7331","","No implementation evidence inferred."
"MSR-008-4AAC83496D","8","SUBSCRIPTION LIFECYCLE","401","bullet","determine proration,","The platform must support determine proration, within subscription lifecycle.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E006","US-MSR-008-01","AC-MSR-008-01-07","TC-MSR-008-4AAC83496D","","No implementation evidence inferred."
"MSR-008-E513778BE3","8","SUBSCRIPTION LIFECYCLE","402","bullet","evaluate revenue recognition impact.","The platform must support evaluate revenue recognition impact. within subscription lifecycle.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E006","US-MSR-008-01","AC-MSR-008-01-08","TC-MSR-008-E513778BE3","","No implementation evidence inferred."
"MSR-009-AC39D3BBB9","9","CONTRACT MANAGEMENT","408","normative_prose","Support formal enterprise subscription contracts.","Support formal enterprise subscription contracts.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-009-01","AC-MSR-009-01-01","TC-MSR-009-AC39D3BBB9","","No implementation evidence inferred."
"MSR-009-36C25C2AE0","9","CONTRACT MANAGEMENT","410","normative_prose","Contract fields should include:","Contract fields should include:.","parent_context","deterministic_source_normalization","context_only","Cross-horizon","Phase 1","","","","","","Retained as context; delivery coverage is carried by child candidates."
"MSR-009-660E135BEF","9","CONTRACT MANAGEMENT","411","bullet","contracting parties","The platform must support contracting parties within contract management.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-009-01","AC-MSR-009-01-02","TC-MSR-009-660E135BEF","","No implementation evidence inferred."
"MSR-009-CD9CE018B4","9","CONTRACT MANAGEMENT","412","bullet","contract number","The platform must support contract number within contract management.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-009-01","AC-MSR-009-01-03","TC-MSR-009-CD9CE018B4","","No implementation evidence inferred."
"MSR-009-FAF96B2A57","9","CONTRACT MANAGEMENT","413","bullet","start/end date","The platform must support start/end date within contract management.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-009-01","AC-MSR-009-01-04","TC-MSR-009-FAF96B2A57","","No implementation evidence inferred."
"MSR-009-71DE48DD10","9","CONTRACT MANAGEMENT","414","bullet","renewal policy","The platform must support renewal policy within contract management.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-009-01","AC-MSR-009-01-05","TC-MSR-009-71DE48DD10","","No implementation evidence inferred."
"MSR-009-CB28BAE69D","9","CONTRACT MANAGEMENT","415","bullet","notice period","The platform must support notice period within contract management.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-009-01","AC-MSR-009-01-06","TC-MSR-009-CB28BAE69D","","No implementation evidence inferred."
"MSR-009-B7FC937392","9","CONTRACT MANAGEMENT","416","bullet","minimum commitment","The platform must support minimum commitment within contract management.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-009-01","AC-MSR-009-01-07","TC-MSR-009-B7FC937392","","No implementation evidence inferred."
"MSR-009-4E2530F941","9","CONTRACT MANAGEMENT","417","bullet","payment terms","The platform must support payment terms within contract management.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-009-01","AC-MSR-009-01-08","TC-MSR-009-4E2530F941","","No implementation evidence inferred."
"MSR-009-0B5FB08DB6","9","CONTRACT MANAGEMENT","418","bullet","negotiated pricing","The platform must support negotiated pricing within contract management.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-009-01","AC-MSR-009-01-09","TC-MSR-009-0B5FB08DB6","","No implementation evidence inferred."
"MSR-009-B0E44A481B","9","CONTRACT MANAGEMENT","419","bullet","SLAs","The platform must support SLAs within contract management.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-009-01","AC-MSR-009-01-10","TC-MSR-009-B0E44A481B","","No implementation evidence inferred."
"MSR-009-14E4802554","9","CONTRACT MANAGEMENT","420","bullet","amendment history","The platform must support amendment history within contract management.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-009-02","AC-MSR-009-02-01","TC-MSR-009-14E4802554","","No implementation evidence inferred."
"MSR-009-DDCD29C728","9","CONTRACT MANAGEMENT","421","bullet","cancellation terms","The platform must support cancellation terms within contract management.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-009-02","AC-MSR-009-02-02","TC-MSR-009-DDCD29C728","","No implementation evidence inferred."
"MSR-009-E4BC62F620","9","CONTRACT MANAGEMENT","422","bullet","indexation rules","The platform must support indexation rules within contract management.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 1","SUB-E004","US-MSR-009-02","AC-MSR-009-02-03","TC-MSR-009-E4BC62F620","","No implementation evidence inferred."
