"Issue ID","Issue Type","Summary","Description","Epic Name","Epic Link","Parent","External ID","Labels","Priority","Status","Implementation Status","Progress","Acceptance Criteria","Requirement IDs","Test IDs","Implementation Phase","Source"
"133","Story","BUSINESS MODELS: requirement set 05","As a Pricing Manager, I want the business models requirements delivered, so that the platform conforms to the traced master product specification.","","SUB-E005","5","US-MSR-004-05","sintius phase-1 master-specification","Medium","To Do","not_started","0","AC-MSR-004-05-01 | The platform must support milestone-based billing within business models. | Requirements: MSR-004-962D685DC9 | Tests: TC-MSR-004-962D685DC9
AC-MSR-004-05-02 | The platform must support percentage-of-value billing within business models. | Requirements: MSR-004-D1D4650BEF | Tests: TC-MSR-004-D1D4650BEF
AC-MSR-004-05-03 | The platform must support revenue-share within business models. | Requirements: MSR-004-B68ECB2C63 | Tests: TC-MSR-004-B68ECB2C63
AC-MSR-004-05-04 | The platform must support marketplace commission within business models. | Requirements: MSR-004-EAA0600F1C | Tests: TC-MSR-004-EAA0600F1C
AC-MSR-004-05-05 | The platform must support hybrid pricing within business models. | Requirements: MSR-004-A4B375BF8C | Tests: TC-MSR-004-A4B375BF8C
AC-MSR-004-05-06 | A single subscription must be capable of combining models. | Requirements: MSR-004-D6463F7AE2 | Tests: TC-MSR-004-D6463F7AE2
AC-MSR-004-05-07 | Product and implementation decisions must conform to this master-specification constraint: Enterprise AI Platform. | Requirements: MSR-004-C1873BC4FD | Tests: TC-MSR-004-C1873BC4FD
AC-MSR-004-05-08 | Product and implementation decisions must conform to this master-specification constraint: Base fee: $2,000/month. | Requirements: MSR-004-331FC27D1F | Tests: TC-MSR-004-331FC27D1F
AC-MSR-004-05-09 | The platform must support 100 included seats within business models. | Requirements: MSR-004-E0A9078357 | Tests: TC-MSR-004-E0A9078357
AC-MSR-004-05-10 | The platform must support $15/additional seat within business models. | Requirements: MSR-004-6D300CFD7A | Tests: TC-MSR-004-6D300CFD7A","MSR-004-962D685DC9;MSR-004-D1D4650BEF;MSR-004-B68ECB2C63;MSR-004-EAA0600F1C;MSR-004-A4B375BF8C;MSR-004-D6463F7AE2;MSR-004-C1873BC4FD;MSR-004-331FC27D1F;MSR-004-E0A9078357;MSR-004-6D300CFD7A","TC-MSR-004-962D685DC9;TC-MSR-004-D1D4650BEF;TC-MSR-004-B68ECB2C63;TC-MSR-004-EAA0600F1C;TC-MSR-004-A4B375BF8C;TC-MSR-004-D6463F7AE2;TC-MSR-004-C1873BC4FD;TC-MSR-004-331FC27D1F;TC-MSR-004-E0A9078357;TC-MSR-004-6D300CFD7A","Phase 1","Master specification §4"
"134","Story","BUSINESS MODELS: requirement set 06","As a Pricing Manager, I want the business models requirements delivered, so that the platform conforms to the traced master product specification.","","SUB-E005","5","US-MSR-004-06","sintius phase-1 master-specification","Medium","To Do","not_started","0","AC-MSR-004-06-01 | The platform must support first 10M tokens included within business models. | Requirements: MSR-004-B79CC9712F | Tests: TC-MSR-004-B79CC9712F
AC-MSR-004-06-02 | The platform must support $0.001 per additional token within business models. | Requirements: MSR-004-6C56089430 | Tests: TC-MSR-004-6C56089430
AC-MSR-004-06-03 | The platform must support premium support at 5% of monthly spend within business models. | Requirements: MSR-004-4CB64DC970 | Tests: TC-MSR-004-4CB64DC970
AC-MSR-004-06-04 | The platform must support minimum annual commitment of $36,000. within business models. | Requirements: MSR-004-1EFA7A1DD8 | Tests: TC-MSR-004-1EFA7A1DD8
AC-MSR-004-06-05 | This configuration must not require source-code changes. | Requirements: MSR-004-41D750ECAF | Tests: TC-MSR-004-41D750ECAF","MSR-004-B79CC9712F;MSR-004-6C56089430;MSR-004-4CB64DC970;MSR-004-1EFA7A1DD8;MSR-004-41D750ECAF","TC-MSR-004-B79CC9712F;TC-MSR-004-6C56089430;TC-MSR-004-4CB64DC970;TC-MSR-004-1EFA7A1DD8;TC-MSR-004-41D750ECAF","Phase 1","Master specification §4"
"135","Story","PRODUCT CATALOG: requirement set 01","As a Product Manager, I want the product catalog requirements delivered, so that the platform conforms to the traced master product specification.","","SUB-E004","4","US-MSR-005-01","sintius phase-1 master-specification","Medium","To Do","not_started","0","AC-MSR-005-01-01 | Implement a hierarchical versioned product catalog. | Requirements: MSR-005-6DA2E0B1CF | Tests: TC-MSR-005-6DA2E0B1CF
AC-MSR-005-01-02 | Portfolio → Product Family → Product → Product Version → Offer → Plan → Rate Card → Charge → Entitlement. | Requirements: MSR-005-4B74184A09 | Tests: TC-MSR-005-4B74184A09
AC-MSR-005-01-03 | The platform must support physical products within product catalog. | Requirements: MSR-005-525A49E850 | Tests: TC-MSR-005-525A49E850
AC-MSR-005-01-04 | The platform must support digital products within product catalog. | Requirements: MSR-005-0B32DAEC23 | Tests: TC-MSR-005-0B32DAEC23
AC-MSR-005-01-05 | The platform must support subscriptions within product catalog. | Requirements: MSR-005-4C8873A3CD | Tests: TC-MSR-005-4C8873A3CD
AC-MSR-005-01-06 | The platform must support services within product catalog. | Requirements: MSR-005-AA455F6807 | Tests: TC-MSR-005-AA455F6807
AC-MSR-005-01-07 | The platform must support bundles within product catalog. | Requirements: MSR-005-A1342C079C | Tests: TC-MSR-005-A1342C079C
AC-MSR-005-01-08 | The platform must support add-ons within product catalog. | Requirements: MSR-005-7E3D3FB0CE | Tests: TC-MSR-005-7E3D3FB0CE
AC-MSR-005-01-09 | The platform must support optional features within product catalog. | Requirements: MSR-005-76B2A3256A | Tests: TC-MSR-005-76B2A3256A
AC-MSR-005-01-10 | The platform must support mandatory features within product catalog. | Requirements: MSR-005-FDB1ECE98F | Tests: TC-MSR-005-FDB1ECE98F","MSR-005-6DA2E0B1CF;MSR-005-4B74184A09;MSR-005-525A49E850;MSR-005-0B32DAEC23;MSR-005-4C8873A3CD;MSR-005-AA455F6807;MSR-005-A1342C079C;MSR-005-7E3D3FB0CE;MSR-005-76B2A3256A;MSR-005-FDB1ECE98F","TC-MSR-005-6DA2E0B1CF;TC-MSR-005-4B74184A09;TC-MSR-005-525A49E850;TC-MSR-005-0B32DAEC23;TC-MSR-005-4C8873A3CD;TC-MSR-005-AA455F6807;TC-MSR-005-A1342C079C;TC-MSR-005-7E3D3FB0CE;TC-MSR-005-76B2A3256A;TC-MSR-005-FDB1ECE98F","Phase 1","Master specification §5"
"136","Story","PRODUCT CATALOG: requirement set 02","As a Product Manager, I want the product catalog requirements delivered, so that the platform conforms to the traced master product specification.","","SUB-E004","4","US-MSR-005-02","sintius phase-1 master-specification","Medium","To Do","not_started","0","AC-MSR-005-02-01 | The platform must support dependencies within product catalog. | Requirements: MSR-005-98146994B5 | Tests: TC-MSR-005-98146994B5
AC-MSR-005-02-02 | The platform must support mutually exclusive products within product catalog. | Requirements: MSR-005-51E65A7B42 | Tests: TC-MSR-005-51E65A7B42
AC-MSR-005-02-03 | The platform must support cross-product rules. within product catalog. | Requirements: MSR-005-76D07F44D2 | Tests: TC-MSR-005-76D07F44D2
AC-MSR-005-02-04 | The platform must support effective-from date within product catalog. | Requirements: MSR-005-6C87A5677D | Tests: TC-MSR-005-6C87A5677D
AC-MSR-005-02-05 | The platform must support effective-to date within product catalog. | Requirements: MSR-005-8A84F2A35E | Tests: TC-MSR-005-8A84F2A35E
AC-MSR-005-02-06 | The platform must support version within product catalog. | Requirements: MSR-005-FF2E3D93A7 | Tests: TC-MSR-005-FF2E3D93A7
AC-MSR-005-02-07 | The platform must support market within product catalog. | Requirements: MSR-005-F24136282B | Tests: TC-MSR-005-F24136282B
AC-MSR-005-02-08 | The platform must support currency within product catalog. | Requirements: MSR-005-7CAB80CD69 | Tests: TC-MSR-005-7CAB80CD69
AC-MSR-005-02-09 | The platform must support customer segment within product catalog. | Requirements: MSR-005-0AB40EDBA1 | Tests: TC-MSR-005-0AB40EDBA1
AC-MSR-005-02-10 | The platform must support channel within product catalog. | Requirements: MSR-005-731A39CFA0 | Tests: TC-MSR-005-731A39CFA0","MSR-005-98146994B5;MSR-005-51E65A7B42;MSR-005-76D07F44D2;MSR-005-6C87A5677D;MSR-005-8A84F2A35E;MSR-005-FF2E3D93A7;MSR-005-F24136282B;MSR-005-7CAB80CD69;MSR-005-0AB40EDBA1;MSR-005-731A39CFA0","TC-MSR-005-98146994B5;TC-MSR-005-51E65A7B42;TC-MSR-005-76D07F44D2;TC-MSR-005-6C87A5677D;TC-MSR-005-8A84F2A35E;TC-MSR-005-FF2E3D93A7;TC-MSR-005-F24136282B;TC-MSR-005-7CAB80CD69;TC-MSR-005-0AB40EDBA1;TC-MSR-005-731A39CFA0","Phase 1","Master specification §5"
"137","Story","PRODUCT CATALOG: requirement set 03","As a Product Manager, I want the product catalog requirements delivered, so that the platform conforms to the traced master product specification.","","SUB-E004","4","US-MSR-005-03","sintius phase-1 master-specification","Medium","To Do","not_started","0","AC-MSR-005-03-01 | The platform must support geography within product catalog. | Requirements: MSR-005-B3BC2A3784 | Tests: TC-MSR-005-B3BC2A3784
AC-MSR-005-03-02 | The platform must support tax category within product catalog. | Requirements: MSR-005-E6155F9EC1 | Tests: TC-MSR-005-E6155F9EC1
AC-MSR-005-03-03 | The platform must support accounting classification. within product catalog. | Requirements: MSR-005-28BC5FFA04 | Tests: TC-MSR-005-28BC5FFA04
AC-MSR-005-03-04 | Never mutate historical pricing. | Requirements: MSR-005-A877CB5DA2 | Tests: TC-MSR-005-A877CB5DA2
AC-MSR-005-03-05 | Product and implementation decisions must conform to this master-specification constraint: Create effective-dated versions instead. | Requirements: MSR-005-D0D21BB38D | Tests: TC-MSR-005-D0D21BB38D","MSR-005-B3BC2A3784;MSR-005-E6155F9EC1;MSR-005-28BC5FFA04;MSR-005-A877CB5DA2;MSR-005-D0D21BB38D","TC-MSR-005-B3BC2A3784;TC-MSR-005-E6155F9EC1;TC-MSR-005-28BC5FFA04;TC-MSR-005-A877CB5DA2;TC-MSR-005-D0D21BB38D","Phase 1","Master specification §5"
"138","Story","VISUAL PRICING DESIGNER: requirement set 01","As a Pricing Manager, I want the visual pricing designer requirements delivered, so that the platform conforms to the traced master product specification.","","SUB-E005","5","US-MSR-006-01","sintius phase-1 master-specification","Medium","To Do","not_started","0","AC-MSR-006-01-01 | Pricing configuration is one of the primary areas where this product must differentiate itself. | Requirements: MSR-006-211CAE24F9 | Tests: TC-MSR-006-211CAE24F9
AC-MSR-006-01-02 | Product and implementation decisions must conform to this master-specification constraint: Create a visual pricing canvas. | Requirements: MSR-006-73F640F339 | Tests: TC-MSR-006-73F640F339
AC-MSR-006-01-03 | Product and implementation decisions must conform to this master-specification constraint: Usage <= 1,000. | Requirements: MSR-006-B912D82B7E | Tests: TC-MSR-006-B912D82B7E
AC-MSR-006-01-04 | Product and implementation decisions must conform to this master-specification constraint: THEN. | Requirements: MSR-006-123E4AA55B-01 | Tests: TC-MSR-006-123E4AA55B-01
AC-MSR-006-01-05 | Product and implementation decisions must conform to this master-specification constraint: Price = ₹10/unit. | Requirements: MSR-006-F192FEDCA9 | Tests: TC-MSR-006-F192FEDCA9
AC-MSR-006-01-06 | Product and implementation decisions must conform to this master-specification constraint: ELSE IF. | Requirements: MSR-006-A73ED9B70A | Tests: TC-MSR-006-A73ED9B70A
AC-MSR-006-01-07 | Product and implementation decisions must conform to this master-specification constraint: Usage <= 10,000. | Requirements: MSR-006-F6E188EF8E | Tests: TC-MSR-006-F6E188EF8E
AC-MSR-006-01-08 | Product and implementation decisions must conform to this master-specification constraint: THEN. | Requirements: MSR-006-123E4AA55B-02 | Tests: TC-MSR-006-123E4AA55B-02
AC-MSR-006-01-09 | Product and implementation decisions must conform to this master-specification constraint: Price = ₹8/unit. | Requirements: MSR-006-B94C5F5816 | Tests: TC-MSR-006-B94C5F5816
AC-MSR-006-01-10 | Product and implementation decisions must conform to this master-specification constraint: ELSE. | Requirements: MSR-006-D60EF34CC8 | Tests: TC-MSR-006-D60EF34CC8","MSR-006-211CAE24F9;MSR-006-73F640F339;MSR-006-B912D82B7E;MSR-006-123E4AA55B-01;MSR-006-F192FEDCA9;MSR-006-A73ED9B70A;MSR-006-F6E188EF8E;MSR-006-123E4AA55B-02;MSR-006-B94C5F5816;MSR-006-D60EF34CC8","TC-MSR-006-211CAE24F9;TC-MSR-006-73F640F339;TC-MSR-006-B912D82B7E;TC-MSR-006-123E4AA55B-01;TC-MSR-006-F192FEDCA9;TC-MSR-006-A73ED9B70A;TC-MSR-006-F6E188EF8E;TC-MSR-006-123E4AA55B-02;TC-MSR-006-B94C5F5816;TC-MSR-006-D60EF34CC8","Phase 1","Master specification §6"
"139","Story","VISUAL PRICING DESIGNER: requirement set 02","As a Pricing Manager, I want the visual pricing designer requirements delivered, so that the platform conforms to the traced master product specification.","","SUB-E005","5","US-MSR-006-02","sintius phase-1 master-specification","Medium","To Do","not_started","0","AC-MSR-006-02-01 | Product and implementation decisions must conform to this master-specification constraint: Price = ₹6/unit. | Requirements: MSR-006-564EC4D309 | Tests: TC-MSR-006-564EC4D309
AC-MSR-006-02-02 | Product and implementation decisions must conform to this master-specification constraint: INPUT. | Requirements: MSR-006-A67A4A9DD0 | Tests: TC-MSR-006-A67A4A9DD0
AC-MSR-006-02-03 | Product and implementation decisions must conform to this master-specification constraint: → DIMENSION. | Requirements: MSR-006-47666782E4 | Tests: TC-MSR-006-47666782E4
AC-MSR-006-02-04 | Product and implementation decisions must conform to this master-specification constraint: → RULE. | Requirements: MSR-006-F3023CC0C1 | Tests: TC-MSR-006-F3023CC0C1
AC-MSR-006-02-05 | Product and implementation decisions must conform to this master-specification constraint: → RATE. | Requirements: MSR-006-19865B05D8 | Tests: TC-MSR-006-19865B05D8
AC-MSR-006-02-06 | Product and implementation decisions must conform to this master-specification constraint: → DISCOUNT. | Requirements: MSR-006-650C5735B7 | Tests: TC-MSR-006-650C5735B7
AC-MSR-006-02-07 | Product and implementation decisions must conform to this master-specification constraint: → CAP. | Requirements: MSR-006-3A9B5E97B6 | Tests: TC-MSR-006-3A9B5E97B6
AC-MSR-006-02-08 | Product and implementation decisions must conform to this master-specification constraint: → COMMITMENT. | Requirements: MSR-006-D5A899BADA | Tests: TC-MSR-006-D5A899BADA
AC-MSR-006-02-09 | Product and implementation decisions must conform to this master-specification constraint: → OUTPUT. | Requirements: MSR-006-F98AC3ADFE | Tests: TC-MSR-006-F98AC3ADFE
AC-MSR-006-02-10 | Allow users to test pricing scenarios before activation. | Requirements: MSR-006-E88C51E536 | Tests: TC-MSR-006-E88C51E536","MSR-006-564EC4D309;MSR-006-A67A4A9DD0;MSR-006-47666782E4;MSR-006-F3023CC0C1;MSR-006-19865B05D8;MSR-006-650C5735B7;MSR-006-3A9B5E97B6;MSR-006-D5A899BADA;MSR-006-F98AC3ADFE;MSR-006-E88C51E536","TC-MSR-006-564EC4D309;TC-MSR-006-A67A4A9DD0;TC-MSR-006-47666782E4;TC-MSR-006-F3023CC0C1;TC-MSR-006-19865B05D8;TC-MSR-006-650C5735B7;TC-MSR-006-3A9B5E97B6;TC-MSR-006-D5A899BADA;TC-MSR-006-F98AC3ADFE;TC-MSR-006-E88C51E536","Phase 1","Master specification §6"
"140","Story","VISUAL PRICING DESIGNER: requirement set 03","As a Pricing Manager, I want the visual pricing designer requirements delivered, so that the platform conforms to the traced master product specification.","","SUB-E005","5","US-MSR-006-03","sintius phase-1 master-specification","Medium","To Do","not_started","0","AC-MSR-006-03-01 | Product and implementation decisions must conform to this master-specification constraint: ""Show what this pricing model would have charged our last 10,000 customers. | Requirements: MSR-006-D1655DB336 | Tests: TC-MSR-006-D1655DB336
AC-MSR-006-03-02 | The platform must support revenue impact within visual pricing designer. | Requirements: MSR-006-09B6D1A70D | Tests: TC-MSR-006-09B6D1A70D
AC-MSR-006-03-03 | The platform must support ARPU change within visual pricing designer. | Requirements: MSR-006-71A2D0D0AD | Tests: TC-MSR-006-71A2D0D0AD
AC-MSR-006-03-04 | The platform must support margin impact within visual pricing designer. | Requirements: MSR-006-CD4D1F0EA7 | Tests: TC-MSR-006-CD4D1F0EA7
AC-MSR-006-03-05 | The platform must support customer winners/losers within visual pricing designer. | Requirements: MSR-006-EE133601AB | Tests: TC-MSR-006-EE133601AB
AC-MSR-006-03-06 | The platform must support churn-risk cohorts within visual pricing designer. | Requirements: MSR-006-FC0CC7C6F9 | Tests: TC-MSR-006-FC0CC7C6F9
AC-MSR-006-03-07 | The platform must support bill shock risk. within visual pricing designer. | Requirements: MSR-006-F775C03662 | Tests: TC-MSR-006-F775C03662","MSR-006-D1655DB336;MSR-006-09B6D1A70D;MSR-006-71A2D0D0AD;MSR-006-CD4D1F0EA7;MSR-006-EE133601AB;MSR-006-FC0CC7C6F9;MSR-006-F775C03662","TC-MSR-006-D1655DB336;TC-MSR-006-09B6D1A70D;TC-MSR-006-71A2D0D0AD;TC-MSR-006-CD4D1F0EA7;TC-MSR-006-EE133601AB;TC-MSR-006-FC0CC7C6F9;TC-MSR-006-F775C03662","Phase 1","Master specification §6"
"141","Story","PRICE EXPERIMENTATION: requirement set 01","As a Pricing Manager, I want the price experimentation requirements delivered, so that the platform conforms to the traced master product specification.","","SUB-E005","5","US-MSR-007-01","sintius phase-1 master-specification","Medium","To Do","not_started","0","AC-MSR-007-01-01 | The platform must support A/B pricing within price experimentation. | Requirements: MSR-007-E2586DE096 | Tests: TC-MSR-007-E2586DE096
AC-MSR-007-01-02 | The platform must support geography experiments within price experimentation. | Requirements: MSR-007-9EF8E2711A | Tests: TC-MSR-007-9EF8E2711A
AC-MSR-007-01-03 | The platform must support packaging experiments within price experimentation. | Requirements: MSR-007-25D45F6893 | Tests: TC-MSR-007-25D45F6893
AC-MSR-007-01-04 | The platform must support trial length experiments within price experimentation. | Requirements: MSR-007-9BF74930E6 | Tests: TC-MSR-007-9BF74930E6
AC-MSR-007-01-05 | The platform must support discount experiments within price experimentation. | Requirements: MSR-007-BF05AB181E | Tests: TC-MSR-007-BF05AB181E
AC-MSR-007-01-06 | The platform must support renewal pricing experiments. within price experimentation. | Requirements: MSR-007-5E4A8983C5 | Tests: TC-MSR-007-5E4A8983C5
AC-MSR-007-01-07 | Never retroactively modify contractual prices. | Requirements: MSR-007-FE0E3B5B9D | Tests: TC-MSR-007-FE0E3B5B9D
AC-MSR-007-01-08 | Cohort membership must be permanently auditable. | Requirements: MSR-007-14AF64D5DD | Tests: TC-MSR-007-14AF64D5DD","MSR-007-E2586DE096;MSR-007-9EF8E2711A;MSR-007-25D45F6893;MSR-007-9BF74930E6;MSR-007-BF05AB181E;MSR-007-5E4A8983C5;MSR-007-FE0E3B5B9D;MSR-007-14AF64D5DD","TC-MSR-007-E2586DE096;TC-MSR-007-9EF8E2711A;TC-MSR-007-25D45F6893;TC-MSR-007-9BF74930E6;TC-MSR-007-BF05AB181E;TC-MSR-007-5E4A8983C5;TC-MSR-007-FE0E3B5B9D;TC-MSR-007-14AF64D5DD","Phase 1","Master specification §7"
"142","Story","SUBSCRIPTION LIFECYCLE: requirement set 01","As a Subscription Administrator, I want the subscription lifecycle requirements delivered, so that the platform conforms to the traced master product specification.","","SUB-E006","6","US-MSR-008-01","sintius phase-1 master-specification","Medium","To Do","not_started","0","AC-MSR-008-01-01 | Create → Activate → Trial → Convert → Upgrade → Downgrade → Add Product → Remove Product → Increase Quantity → Reduce Quantity → Suspend → Pause → Resume → Renew → Extend → Terminate → Reinstate → Win Back. | Requirements: MSR-008-BAFF7F38FA | Tests: TC-MSR-008-BAFF7F38FA
AC-MSR-008-01-02 | The platform must support be effective-dated, within subscription lifecycle. | Requirements: MSR-008-51D0D64375 | Tests: TC-MSR-008-51D0D64375
AC-MSR-008-01-03 | The platform must support generate an event, within subscription lifecycle. | Requirements: MSR-008-3D44298606 | Tests: TC-MSR-008-3D44298606
AC-MSR-008-01-04 | The platform must support preserve history, within subscription lifecycle. | Requirements: MSR-008-01879C34FE | Tests: TC-MSR-008-01879C34FE
AC-MSR-008-01-05 | The platform must support evaluate billing impact, within subscription lifecycle. | Requirements: MSR-008-C473784786 | Tests: TC-MSR-008-C473784786
AC-MSR-008-01-06 | The platform must support evaluate entitlement impact, within subscription lifecycle. | Requirements: MSR-008-64A51D7331 | Tests: TC-MSR-008-64A51D7331
AC-MSR-008-01-07 | The platform must support determine proration, within subscription lifecycle. | Requirements: MSR-008-4AAC83496D | Tests: TC-MSR-008-4AAC83496D
AC-MSR-008-01-08 | The platform must support evaluate revenue recognition impact. within subscription lifecycle. | Requirements: MSR-008-E513778BE3 | Tests: TC-MSR-008-E513778BE3","MSR-008-BAFF7F38FA;MSR-008-51D0D64375;MSR-008-3D44298606;MSR-008-01879C34FE;MSR-008-C473784786;MSR-008-64A51D7331;MSR-008-4AAC83496D;MSR-008-E513778BE3","TC-MSR-008-BAFF7F38FA;TC-MSR-008-51D0D64375;TC-MSR-008-3D44298606;TC-MSR-008-01879C34FE;TC-MSR-008-C473784786;TC-MSR-008-64A51D7331;TC-MSR-008-4AAC83496D;TC-MSR-008-E513778BE3","Phase 1","Master specification §8"
"143","Story","CONTRACT MANAGEMENT: requirement set 01","As a Product Manager, I want the contract management requirements delivered, so that the platform conforms to the traced master product specification.","","SUB-E004","4","US-MSR-009-01","sintius phase-1 master-specification","Medium","To Do","not_started","0","AC-MSR-009-01-01 | Support formal enterprise subscription contracts. | Requirements: MSR-009-AC39D3BBB9 | Tests: TC-MSR-009-AC39D3BBB9
AC-MSR-009-01-02 | The platform must support contracting parties within contract management. | Requirements: MSR-009-660E135BEF | Tests: TC-MSR-009-660E135BEF
AC-MSR-009-01-03 | The platform must support contract number within contract management. | Requirements: MSR-009-CD9CE018B4 | Tests: TC-MSR-009-CD9CE018B4
AC-MSR-009-01-04 | The platform must support start/end date within contract management. | Requirements: MSR-009-FAF96B2A57 | Tests: TC-MSR-009-FAF96B2A57
AC-MSR-009-01-05 | The platform must support renewal policy within contract management. | Requirements: MSR-009-71DE48DD10 | Tests: TC-MSR-009-71DE48DD10
AC-MSR-009-01-06 | The platform must support notice period within contract management. | Requirements: MSR-009-CB28BAE69D | Tests: TC-MSR-009-CB28BAE69D
AC-MSR-009-01-07 | The platform must support minimum commitment within contract management. | Requirements: MSR-009-B7FC937392 | Tests: TC-MSR-009-B7FC937392
AC-MSR-009-01-08 | The platform must support payment terms within contract management. | Requirements: MSR-009-4E2530F941 | Tests: TC-MSR-009-4E2530F941
AC-MSR-009-01-09 | The platform must support negotiated pricing within contract management. | Requirements: MSR-009-0B5FB08DB6 | Tests: TC-MSR-009-0B5FB08DB6
AC-MSR-009-01-10 | The platform must support SLAs within contract management. | Requirements: MSR-009-B0E44A481B | Tests: TC-MSR-009-B0E44A481B","MSR-009-AC39D3BBB9;MSR-009-660E135BEF;MSR-009-CD9CE018B4;MSR-009-FAF96B2A57;MSR-009-71DE48DD10;MSR-009-CB28BAE69D;MSR-009-B7FC937392;MSR-009-4E2530F941;MSR-009-0B5FB08DB6;MSR-009-B0E44A481B","TC-MSR-009-AC39D3BBB9;TC-MSR-009-660E135BEF;TC-MSR-009-CD9CE018B4;TC-MSR-009-FAF96B2A57;TC-MSR-009-71DE48DD10;TC-MSR-009-CB28BAE69D;TC-MSR-009-B7FC937392;TC-MSR-009-4E2530F941;TC-MSR-009-0B5FB08DB6;TC-MSR-009-B0E44A481B","Phase 1","Master specification §9"
"144","Story","CONTRACT MANAGEMENT: requirement set 02","As a Product Manager, I want the contract management requirements delivered, so that the platform conforms to the traced master product specification.","","SUB-E004","4","US-MSR-009-02","sintius phase-1 master-specification","Medium","To Do","not_started","0","AC-MSR-009-02-01 | The platform must support amendment history within contract management. | Requirements: MSR-009-14E4802554 | Tests: TC-MSR-009-14E4802554
AC-MSR-009-02-02 | The platform must support cancellation terms within contract management. | Requirements: MSR-009-DDCD29C728 | Tests: TC-MSR-009-DDCD29C728
AC-MSR-009-02-03 | The platform must support indexation rules within contract management. | Requirements: MSR-009-E4BC62F620 | Tests: TC-MSR-009-E4BC62F620
AC-MSR-009-02-04 | The platform must support purchase-order information. within contract management. | Requirements: MSR-009-2F96F4033B | Tests: TC-MSR-009-2F96F4033B
AC-MSR-009-02-05 | Support contract amendments without destroying original history. | Requirements: MSR-009-60ED25FCB4 | Tests: TC-MSR-009-60ED25FCB4
AC-MSR-009-02-06 | The platform must support add product within contract management. | Requirements: MSR-009-BA80593BFF | Tests: TC-MSR-009-BA80593BFF
AC-MSR-009-02-07 | The platform must support extend term within contract management. | Requirements: MSR-009-A1314A6355 | Tests: TC-MSR-009-A1314A6355
AC-MSR-009-02-08 | The platform must support modify volume commitment within contract management. | Requirements: MSR-009-A5B57BD013 | Tests: TC-MSR-009-A5B57BD013
AC-MSR-009-02-09 | The platform must support ramp pricing within contract management. | Requirements: MSR-009-2F82921B0D | Tests: TC-MSR-009-2F82921B0D
AC-MSR-009-02-10 | The platform must support change billing frequency within contract management. | Requirements: MSR-009-FB003FAD06 | Tests: TC-MSR-009-FB003FAD06","MSR-009-14E4802554;MSR-009-DDCD29C728;MSR-009-E4BC62F620;MSR-009-2F96F4033B;MSR-009-60ED25FCB4;MSR-009-BA80593BFF;MSR-009-A1314A6355;MSR-009-A5B57BD013;MSR-009-2F82921B0D;MSR-009-FB003FAD06","TC-MSR-009-14E4802554;TC-MSR-009-DDCD29C728;TC-MSR-009-E4BC62F620;TC-MSR-009-2F96F4033B;TC-MSR-009-60ED25FCB4;TC-MSR-009-BA80593BFF;TC-MSR-009-A1314A6355;TC-MSR-009-A5B57BD013;TC-MSR-009-2F82921B0D;TC-MSR-009-FB003FAD06","Phase 1","Master specification §9"
"145","Story","CONTRACT MANAGEMENT: requirement set 03","As a Product Manager, I want the contract management requirements delivered, so that the platform conforms to the traced master product specification.","","SUB-E004","4","US-MSR-009-03","sintius phase-1 master-specification","Medium","To Do","not_started","0","AC-MSR-009-03-01 | The platform must support renegotiate price. within contract management. | Requirements: MSR-009-B8CAEBBFEA | Tests: TC-MSR-009-B8CAEBBFEA","MSR-009-B8CAEBBFEA","TC-MSR-009-B8CAEBBFEA","Phase 1","Master specification §9"
"146","Story","CPQ / QUOTE-TO-SUBSCRIBE: requirement set 01","As a Product Manager, I want the cpq / quote-to-subscribe requirements delivered, so that the platform conforms to the traced master product specification.","","SUB-E004","4","US-MSR-010-01","sintius phase-1 master-specification","Medium","To Do","not_started","0","AC-MSR-010-01-01 | Implement configurable quote management. | Requirements: MSR-010-B311A13332 | Tests: TC-MSR-010-B311A13332
AC-MSR-010-01-02 | Product and implementation decisions must conform to this master-specification constraint: Opportunity → Quote → Configure Product → Price → Discount → Approval → Contract → Subscription. | Requirements: MSR-010-C44E5F434D | Tests: TC-MSR-010-C44E5F434D
AC-MSR-010-01-03 | Provide guided selling. | Requirements: MSR-010-137A6ABD99 | Tests: TC-MSR-010-137A6ABD99
AC-MSR-010-01-04 | The platform must support ""What package should I sell this customer?"" within cpq / quote-to-subscribe. | Requirements: MSR-010-B9816267BC | Tests: TC-MSR-010-B9816267BC
AC-MSR-010-01-05 | The platform must support ""What discount can I provide without approval?"" within cpq / quote-to-subscribe. | Requirements: MSR-010-7148EAAC3E | Tests: TC-MSR-010-7148EAAC3E
AC-MSR-010-01-06 | The platform must support ""Which bundle produces the best value?"" within cpq / quote-to-subscribe. | Requirements: MSR-010-C0853F3921 | Tests: TC-MSR-010-C0853F3921
AC-MSR-010-01-07 | The platform must support Salesforce within cpq / quote-to-subscribe. | Requirements: MSR-010-7EC3C67B4A | Tests: TC-MSR-010-7EC3C67B4A
AC-MSR-010-01-08 | The platform must support Dynamics within cpq / quote-to-subscribe. | Requirements: MSR-010-3B4373FE49 | Tests: TC-MSR-010-3B4373FE49
AC-MSR-010-01-09 | The platform must support HubSpot within cpq / quote-to-subscribe. | Requirements: MSR-010-BE6E86DC82 | Tests: TC-MSR-010-BE6E86DC82
